"codigo_viagem","cnpj.x","placa","autorizacao_viagem","data_inicio_viagem","data_fim_viagem","sentido_linha","latitude","longitude","pdop","numero_imei","in_transbordo","codigo_viagem_transbordo","razao_social","cnpj.y","servico_regular","servico_fretado","servico_semiurbano","data_validade_csv","validade_seguro","ano_fabricacao","categoria_veiculo","nr_assentos_categoria","nr_assentos"
3866353,3678251000118,"OLP4I55",5583960,2021-09-08 22:53:35,2021-09-10 03:25:04,1,-23.2740135,-50.8249961,3.9,"84197b12ba653d1e","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2023-08-08,2023-07-24,2011,"Executivo",27,27
3866356,4361392000175,"FXQ2089",5577775,2021-09-07 17:17:19,2021-09-07 18:52:17,0,-27.282648,-48.631076,0,"351965111541487","Nao",NA,"TRANS NETTI-TRANSPORTE E LOCACAO LTDA","04.361.392/0001-75","Nao","Sim","Nao",2023-12-05,2023-06-28,2017,"Executivo",67,67
3866357,4361392000175,"GEE5110",5577686,2021-09-05 22:00:26,2021-09-06 04:16:36,0,-18.900776,-48.25952,0,"351965111542501","Nao",NA,"TRANS NETTI-TRANSPORTE E LOCACAO LTDA","04.361.392/0001-75","Nao","Sim","Nao",2023-06-02,2023-06-28,2016,"Executivo",56,56
3866436,81682296000170,"AUN9538",5580066,2021-09-06 14:55:14,2021-09-08 16:42:42,1,-24.78722,-50.0169733,0,"355929100541078","Nao",NA,"G P K OPERADORA E TURISMO EIRELI","81.682.296/0001-70","Nao","Sim","Nao",2021-09-30,2024-04-15,2011,"Executivo",34,34
3866438,84438209000121,"MHC2111",5578719,2021-09-05 23:01:51,2021-09-06 08:56:19,1,-26.4699897766113,-49.0921058654785,0,"359410826553768","Nao",NA,"VIACAO CANARINHO LTDA","84.438.209/0001-21","Nao","Sim","Nao",2023-02-24,2024-03-26,2008,"Executivo",44,44
3866470,11112921000162,"PUH4D13",5562207,2021-09-09 18:22:47,2021-09-09 18:22:58,1,-22.7585862,-43.4783494,1,"12d2431e4bffa4a4","Nao",NA,"COOPERATIVA NACIONAL DOS TRABALHADORES EM TRANSPORTE COLETIVO DE PASSAGEIROS, FRETAMENTO,TURISMO E ESCOLAR DO  ESTADO DO RIO DE JANEIRO E DE TOD","03.420.799/0001-63","Nao","Sim","Nao",2022-07-09,2024-01-20,2013,"Executivo",16,16
3866475,11469508000150,"BBF9G26",5563907,2021-09-05 03:24:32,2021-09-15 04:29:33,1,-24.5572071075439,-52.9918785095215,0,"351759115137537","Nao",NA,"L C MENDES GONCALVES & RODRIGUES LTDA","11.469.508/0001-50","Nao","Sim","Nao",2022-06-21,2023-06-16,2016,"Executivo",20,20
3866488,14492342000180,"PLZ6E78",5582923,2021-09-08 07:14:16,2021-09-08 16:57:57,1,-8.88618183135986,-36.4536437988281,0,"358866089381885","Nao",NA,"ROTA TRANSPORTES RODOVIARIOS LTDA.","14.492.342/0001-80","Sim","Nao","Nao",2022-01-15,2022-07-16,2018,"Executivo",47,47
3866499,17273891000152,"OGD4A07",5581447,2021-09-05 06:14:16,2021-09-05 09:36:35,1,-7.21325349807739,-34.8395462036133,0,"863113048450313","Nao",NA,"LOKVANS TURISMO RECEPTIVO SERVICOS EIRELI","17.273.891/0001-52","Nao","Sim","Nao",2021-10-27,2023-10-21,2013,"Executivo",16,16
3866504,19256790000107,"AZJ4E31",5577265,2021-09-06 13:48:14,2021-09-06 23:30:16,0,-22.844452,-45.232937,0,"b64628f428f1992c","Nao",NA,"ALM TURISMO E AGROPECUARIA - EIRELI","19.256.790/0001-07","Nao","Sim","Nao",2021-11-26,2022-12-03,2014,"Executivo",16,16
3866505,19256790000107,"DBB2H34",5586725,2021-09-11 00:42:19,2021-09-11 05:11:41,1,-24.636304,-47.910199,0,"b64628f428f1992c","Nao",NA,"ALM TURISMO E AGROPECUARIA - EIRELI","19.256.790/0001-07","Nao","Sim","Nao",2022-01-07,2024-01-12,2003,"Executivo",46,46
3866506,19446855000179,"MQM2568",5582821,2021-09-06 16:21:31,2021-09-06 16:22:13,1,-22.8464216666667,-45.232245,1.3,"98056c8178a15bb4","Nao",NA,"EXPRESSO DE LUXO LTDA","19.446.855/0001-79","Nao","Sim","Nao",2021-11-20,2023-06-03,2005,"Executivo",46,46
3866507,19446855000179,"MQM2568",5582821,2021-09-06 18:19:17,2021-09-06 18:19:51,1,-22.84669,-45.2323183333333,1.3,"98056c8178a15bb4","Nao",NA,"EXPRESSO DE LUXO LTDA","19.446.855/0001-79","Nao","Sim","Nao",2021-11-20,2023-06-03,2005,"Executivo",46,46
3866508,19446855000179,"MQM2568",5584688,2021-09-10 07:12:49,2021-09-11 09:12:57,1,-18.5977417026238,-46.4889413936125,1.3,"b10c0e218d76f892","Nao",NA,"EXPRESSO DE LUXO LTDA","19.446.855/0001-79","Nao","Sim","Nao",2021-11-20,2023-06-03,2005,"Executivo",46,46
3866530,27486182000109,"QRC1H15",5584603,2021-09-10 04:40:34,2021-09-10 16:42:03,1,-22.8705291748047,-43.2495994567871,0,"352997102167682","Nao",NA,"VIACAO AGUIA BRANCA S A","27.486.182/0001-09","Sim","Sim","Nao",2022-06-29,2022-08-07,2018,"Executivo",47,47
3866531,27486182000109,"QRJ9H11",5586319,2021-09-11 09:13:28,2021-09-11 16:36:15,1,-18.7208709716797,-39.8670463562012,0,"352997101981059","Nao",NA,"VIACAO AGUIA BRANCA S A","27.486.182/0001-09","Sim","Sim","Nao",2021-11-19,2022-08-07,2019,"Executivo",47,47
3866537,29928822000119,"AWV9035",5586669,2021-09-10 17:59:23,2021-09-11 14:54:52,1,-25.3662624359131,-49.0941505432129,0,"356250101931112","Nao",NA,"RSA TRANSPORTES E TURISMO LTDA","29.928.822/0001-19","Nao","Sim","Nao",2023-07-04,2024-03-27,2013,"Executivo",44,44
3866541,30419024000140,"AZO2279",5586972,2021-09-11 06:22:15,2021-09-11 07:58:11,1,-22.113495,-43.2104666666667,1.3,"f3a6eff0e894391c","Nao",NA,"F C DA MOTTA TRANSPORTES EIRELI","30.419.024/0001-40","Nao","Sim","Nao",2023-12-01,2023-09-09,2015,"Executivo",16,16
3866551,32415897000100,"QMI0118",5585199,2021-09-11 17:28:36,2021-09-13 08:23:49,1,-10.9873657226563,-37.0723686218262,0,"354154101051693","Nao",NA,"RENT VAN ROTEIROS TURISTICOS E TRANSPORTE EIRELI","32.415.897/0001-00","Nao","Sim","Nao",2021-10-19,2023-09-19,2019,"Executivo",19,19
3908301,1272874000160,"DEU4080",5599502,2021-09-25 01:05:12,2021-09-27 06:55:08,1,-23.4684505,-46.5094109,2.1,"358222057501486","Nao",NA,"LEFATUR VIAGENS E TURISMO LTDA - ME","01.272.874/0001-60","Nao","Sim","Nao",2023-05-31,2023-06-02,2017,"Executivo",64,64
3908304,2250723000174,"BDU7F76",5597208,2021-09-24 06:36:24,2021-09-24 16:03:19,1,-25.4662866666667,-49.206095,1.3,"ada63a8a3a992dad","Nao",NA,"ZENTUR FRETAMENTO E LOCACAO DE VEICULOS LTDA","02.250.723/0001-74","Nao","Sim","Nao",2023-01-06,2024-01-25,2019,"Executivo",19,19
3908315,3678251000118,"AUA5888",5594627,2021-09-19 18:37:42,2021-09-21 02:00:44,1,-23.4401633,-51.87379,3.878,"fbba82a4eec4515a","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2021-09-17,2024-03-13,2010,"Executivo",28,28
3908316,3678251000118,"AXJ8573",5595079,2021-09-20 19:42:58,2021-09-22 05:52:10,1,-23.4211871,-51.4989928,3.9,"351266054937570","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2022-02-03,2023-07-24,2013,"Executivo",44,44
3908317,3678251000118,"AYP8455",5595240,2021-09-20 20:50:10,2021-09-22 04:19:53,1,-23.2372725,-51.6610096,7.5,"416ad037f5966589","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2024-03-28,2023-07-24,2014,"Executivo",44,44
3908318,3678251000118,"AZQ3916",5592660,2021-09-19 22:05:26,2021-09-25 04:35:21,1,-23.5485823,-51.4487694,5.855,"77a2174a5f7eb39d","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2024-03-28,2023-07-24,2015,"Executivo",44,44
3908319,3678251000118,"CUE2G77",5594636,2021-09-19 18:25:13,2021-09-21 01:22:34,1,-23.4272886,-51.89588,10.385,"707903e33f297b9e","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2021-10-28,2023-07-24,2011,"Executivo",43,43
3908320,3678251000118,"CUE2G77",5596414,2021-09-22 18:40:07,2021-09-24 03:28:08,1,-23.4530393,-51.8512538,5.21,"fbba82a4eec4515a","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2021-10-28,2023-07-24,2011,"Executivo",43,43
3908321,3678251000118,"OLP4I55",5595215,2021-09-20 22:39:17,2021-09-22 03:25:45,1,-23.2601495,-51.0045761,3.9,"84197b12ba653d1e","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2023-08-08,2023-07-24,2011,"Executivo",27,27
3908322,3678251000118,"OLP4I55",5596526,2021-09-22 22:02:02,2021-09-24 02:45:47,1,-23.4019236,-51.4269274,4.474,"707903e33f297b9e","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2023-08-08,2023-07-24,2011,"Executivo",27,27
3908324,4361392000175,"GEE5110",5590681,2021-09-20 00:15:33,2021-09-20 13:26:43,0,-22.529467,-44.750566,0,"351965111542501","Nao",NA,"TRANS NETTI-TRANSPORTE E LOCACAO LTDA","04.361.392/0001-75","Nao","Sim","Nao",2023-06-02,2023-06-28,2016,"Executivo",56,56
3908325,4361392000175,"GIK4579",5589430,2021-09-19 16:24:54,2021-09-20 00:15:21,0,-19.645923,-46.949203,0,"351965111542485","Nao",NA,"TRANS NETTI-TRANSPORTE E LOCACAO LTDA","04.361.392/0001-75","Nao","Sim","Nao",2022-07-26,2023-01-28,2016,"Executivo",46,46
3908326,4574615000182,"EKU6333",5596882,2021-09-25 00:33:55,2021-09-27 10:43:19,1,-22.8966961,-48.4454651,2.1,"358222057382978","Nao",NA,"EMPRESA SAO MANUEL VIAGENS E TURISMO LTDA","04.574.615/0001-82","Nao","Sim","Nao",2022-04-27,2023-03-02,2018,"Executivo",46,46
3908353,10833258000122,"QNT5645",5598408,2021-09-24 18:51:06,2021-09-25 05:21:30,1,-20.665060043335,-43.7995262145996,0,"354622112034726","Nao",NA,"PONTAL LOCADORA DE VEICULOS E TRANSPORTADORA TURISTICA LTDA","10.833.258/0001-22","Nao","Sim","Nao",2022-02-17,2022-09-01,2017,"Executivo",20,20
3908378,17273891000152,"QSL2F88",5596037,2021-09-21 22:29:42,2021-09-23 09:26:37,1,-7.11954927444458,-34.8425712585449,0,"863113048450313","Nao",NA,"LOKVANS TURISMO RECEPTIVO SERVICOS EIRELI","17.273.891/0001-52","Nao","Sim","Nao",2021-10-27,2023-09-14,2019,"Executivo",21,21
3908379,17377408000180,"LNH8C11",5598097,2021-09-24 16:45:07,2021-09-24 22:22:04,1,-22.956593,-43.40318,0,"865083032552689","Nao",NA,"RIO DE LUXE SHUTTLE TRANSPORTE LTDA","17.377.408/0001-80","Nao","Sim","Nao",2022-08-10,2023-10-14,2019,"Executivo",20,20
3908388,19514791000104,"GCO0C21",5597652,2021-09-25 16:54:14,2021-09-26 00:40:08,0,-22.853423,-45.23474,0,"895505323100194439","Nao",NA,"RT TURISMO, TRANSPORTE E EVENTOS LTDA.","19.514.791/0001-04","Nao","Sim","Nao",2023-07-04,2023-08-02,2010,"Executivo",46,46
3908389,19514791000104,"GCO0C21",5597652,2021-09-25 00:30:37,2021-09-25 06:20:49,1,-22.819327,-43.301943,0,"895505323100194439","Nao",NA,"RT TURISMO, TRANSPORTE E EVENTOS LTDA.","19.514.791/0001-04","Nao","Sim","Nao",2023-07-04,2023-08-02,2010,"Executivo",46,46
3908430,28567404000180,"CUD9D21",5596200,2021-09-22 09:08:27,2021-09-24 13:00:00,1,-9.81112670898438,-36.6166572570801,0,"351345016765756","Nao",NA,"SANTOS E SILVA TRANSPORTES LTDA","28.567.404/0001-80","Sim","Nao","Nao",2022-05-11,2022-05-31,2010,"Executivo",43,43
3908431,28567404000180,"CUD9D22",5596200,2021-09-22 09:30:40,2021-09-24 04:33:52,1,-9.94256687164307,-36.543098449707,0,"351345016981122","Nao",NA,"SANTOS E SILVA TRANSPORTES LTDA","28.567.404/0001-80","Sim","Nao","Nao",2022-02-02,2022-05-31,2010,"Executivo",43,43
3908434,29928822000119,"AWV9035",5595409,2021-09-20 17:50:39,2021-09-21 16:27:49,1,-25.3651733398438,-49.0898284912109,0,"356250101931112","Nao",NA,"RSA TRANSPORTES E TURISMO LTDA","29.928.822/0001-19","Nao","Sim","Nao",2023-07-04,2024-03-27,2013,"Executivo",44,44
3888189,664681000192,"IYA3874",5590372,2021-09-16 03:06:42,2021-09-17 09:07:44,1,-29.6829700469971,-51.0506286621094,0,"357091090051176","Nao",NA,"HOFFTUR TRANSPORTES E TURISMO LTDA","00.664.681/0001-92","Nao","Sim","Nao",2023-05-24,2023-08-21,2017,"Executivo",43,43
3888206,3678251000118,"AUA5888",5588010,2021-09-12 19:16:26,2021-09-14 02:15:04,1,-23.427233,-51.8957087,3.9,"fbba82a4eec4515a","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2021-09-17,2024-03-13,2010,"Executivo",28,28
3888207,3678251000118,"AYP8455",5588721,2021-09-13 20:45:59,2021-09-15 04:37:08,1,-23.2372302,-51.661241,35.318,"416ad037f5966589","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2024-03-28,2023-07-24,2014,"Executivo",44,44
3888208,3678251000118,"BCD5518",5586005,2021-09-12 05:53:04,2021-09-13 05:44:09,1,-22.2309039,-49.9678519,11.855,"84197b12ba653d1e","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2023-11-09,2023-07-24,2018,"Executivo",63,63
3888209,3678251000118,"BCI4301",5592571,2021-09-17 23:11:02,2021-09-20 06:30:31,1,-23.3225401,-51.1987826,3.964,"514fb3c33a5f3c5e","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2021-10-28,2023-07-24,2018,"Executivo",63,63
3888210,3678251000118,"CUE2G77",5588022,2021-09-12 19:21:58,2021-09-14 02:01:18,1,-23.4366837,-51.8793676,3.907,"707903e33f297b9e","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2021-10-28,2023-07-24,2011,"Executivo",43,43
3888211,3678251000118,"CUE2G77",5590028,2021-09-15 18:25:01,2021-09-17 02:14:59,1,-23.42989,-51.8909196,4.185,"707903e33f297b9e","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2021-10-28,2023-07-24,2011,"Executivo",43,43
3888212,3678251000118,"OLP4I55",5588685,2021-09-13 23:25:20,2021-09-15 04:23:54,1,-23.1545122,-50.5170978,4.366,"84197b12ba653d1e","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2023-08-08,2023-07-24,2011,"Executivo",27,27
3888213,3678251000118,"OLP4I55",5590202,2021-09-15 23:21:50,2021-09-17 03:03:54,1,-23.2399183,-51.2516133,3.859,"656a6d658098f811","Nao",NA,"MARCO ANTONIO JANUARIO & CIA LTDA - ME","03.678.251/0001-18","Nao","Sim","Nao",2023-08-08,2023-07-24,2011,"Executivo",27,27
3888215,4361392000175,"GEE5110",5590681,2021-09-18 00:58:54,2021-09-19 07:37:47,1,-22.909852,-46.97055,0,"351965111542501","Nao",NA,"TRANS NETTI-TRANSPORTE E LOCACAO LTDA","04.361.392/0001-75","Nao","Sim","Nao",2023-06-02,2023-06-28,2016,"Executivo",56,56
3888216,4361392000175,"GIK4579",5589430,2021-09-16 10:31:28,2021-09-18 01:11:23,1,-22.922054,-47.059395,0,"351965111542485","Nao",NA,"TRANS NETTI-TRANSPORTE E LOCACAO LTDA","04.361.392/0001-75","Nao","Sim","Nao",2022-07-26,2023-01-28,2016,"Executivo",46,46
3888218,4645191000108,"PGN8005",5589505,2021-09-14 05:48:55,2021-09-15 03:27:50,1,-5.82571172714233,-35.2100563049316,0,"356361087970451","Nao",NA,"IRMAOS BRITO LTDA","04.645.191/0001-08","Nao","Sim","Nao",2021-09-22,2023-10-14,2013,"Executivo",48,48
3888253,8170092000160,"LMT7H19",5591509,2021-09-17 07:38:41,2021-09-17 13:25:00,1,-22.115818,-41.702984,1,"355371029378094","Nao",NA,"MOURA & ROSARIO SERVICOS DE TRANSPORTES LTDA","08.170.092/0001-60","Nao","Sim","Nao",2022-03-22,2024-03-30,2019,"Executivo",16,16
3888254,8638522000125,"PZD9595",5590151,2021-09-17 19:00:39,2021-09-19 12:14:37,1,-20.0338668823242,-44.2235984802246,0,"356909116868557","Nao",NA,"OURO VIP TURISMO LTDA","08.638.522/0001-25","Nao","Sim","Nao",2021-09-29,2023-11-09,2016,"Executivo",21,21
3888267,10833258000122,"QNT5645",5588628,2021-09-14 03:02:42,2021-09-14 08:19:28,1,-21.2186508178711,-43.7450103759766,0,"354622112034726","Nao",NA,"PONTAL LOCADORA DE VEICULOS E TRANSPORTADORA TURISTICA LTDA","10.833.258/0001-22","Nao","Sim","Nao",2022-02-17,2022-09-01,2017,"Executivo",20,20
3888303,18759027000128,"GZV7750",5593709,2021-09-18 10:14:43,2021-09-19 03:50:11,1,-21.727784,-43.075468,0,"356361086230568","Nao",NA,"VIACAO SANTOS LTDA","18.759.027/0001-28","Nao","Sim","Nao",2022-08-23,2023-07-03,2009,"Executivo",53,53
3888304,18854432000125,"KXO7622",5587428,2021-09-12 01:54:01,2021-09-13 06:18:10,1,-23.6923828,-46.5853233,2.1,"358229071119880","Nao",NA,"VITAN TRANSPORTES E LOCADORA DE VEICULOS LTDA","18.854.432/0001-25","Nao","Sim","Nao",2022-02-03,2023-06-13,2011,"Executivo",50,50
3888305,19099487000130,"APH9078",5591382,2021-09-17 07:23:37,2021-09-19 11:53:10,1,-15.926765,-44.009209,1,"354868061399327","Nao",NA,"J T TRANSPORTE E TURISMO LTDA","19.099.487/0001-30","Nao","Sim","Nao",2021-11-09,2022-10-10,2007,"Executivo",42,42
3888314,19256790000107,"DBB2H34",5586725,2021-09-12 12:13:09,2021-09-12 20:37:57,0,-23.550478,-46.620192,0,"b64628f428f1992c","Nao",NA,"ALM TURISMO E AGROPECUARIA - EIRELI","19.256.790/0001-07","Nao","Sim","Nao",2022-01-07,2024-01-12,2003,"Executivo",46,46
3888341,23567376000188,"GJK9798",5590468,2021-09-18 23:31:05,2021-09-19 04:19:24,1,-22.4194683333333,-46.5579433333333,1.3,"845816ae88672cc9","Nao",NA,"SANDRO ALEXANDRE KELLER EIRELI","23.567.376/0001-88","Nao","Sim","Nao",2022-12-07,2024-03-27,2017,"Executivo",16,16
3888348,26718108000108,"BCE3688",5587734,2021-09-12 20:15:01,2021-09-13 01:05:18,0,-27.061537,-49.530938,0,"864180035185573","Nao",NA,"TEREZIO TRANSPORTES E LOCACAO LTDA","26.718.108/0001-08","Nao","Sim","Nao",2022-08-11,2023-01-28,2017,"Executivo",16,16
3888349,26718108000108,"BCE3688",5587734,2021-09-12 06:02:32,2021-09-12 11:10:42,1,-25.408585,-49.21245,0,"864180035185573","Nao",NA,"TEREZIO TRANSPORTES E LOCACAO LTDA","26.718.108/0001-08","Nao","Sim","Nao",2022-08-11,2023-01-28,2017,"Executivo",16,16
3888353,27486182000109,"OCZ8002",5593392,2021-09-18 05:32:45,2021-09-19 21:31:23,1,-12.9237623214722,-38.465633392334,0,"357070098445978","Nao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3888361,29928822000119,"AWV9035",5588917,2021-09-13 17:42:17,2021-09-14 16:36:42,1,-23.5184726715088,-46.6250801086426,0,"356250101931112","Nao",NA,"RSA TRANSPORTES E TURISMO LTDA","29.928.822/0001-19","Nao","Sim","Nao",2023-07-04,2024-03-27,2013,"Executivo",44,44
3888362,29928822000119,"AWV9035",5590380,2021-09-15 17:50:07,2021-09-16 16:41:35,1,-25.3662719726563,-49.0943565368652,0,"356250101931112","Nao",NA,"RSA TRANSPORTES E TURISMO LTDA","29.928.822/0001-19","Nao","Sim","Nao",2023-07-04,2024-03-27,2013,"Executivo",44,44
3888363,29928822000119,"AWV9035",5593011,2021-09-17 18:02:03,2021-09-18 15:22:43,1,-25.356388092041,-49.0679779052734,0,"356250101931112","Nao",NA,"RSA TRANSPORTES E TURISMO LTDA","29.928.822/0001-19","Nao","Sim","Nao",2023-07-04,2024-03-27,2013,"Executivo",44,44
3888387,36786601000119,"CPI7G62",5588880,2021-09-14 01:14:20,2021-09-14 03:31:23,1,-22.7689037322998,-46.230354309082,0,"355715110293242","Nao",NA,"TRISTAO & SILVA TURISMO LTDA","36.786.601/0001-19","Nao","Sim","Nao",2021-10-29,2023-10-26,2001,"Executivo",46,46
3888388,36786601000119,"CPI7G62",5592966,2021-09-18 02:01:23,2021-09-18 12:53:35,1,-21.4325294494629,-45.9392929077148,0,"355715110293242","Nao",NA,"TRISTAO & SILVA TURISMO LTDA","36.786.601/0001-19","Nao","Sim","Nao",2021-10-29,2023-10-26,2001,"Executivo",46,46
3888458,84438209000121,"MLR7174",5590687,2021-09-18 05:35:58,2021-09-18 09:40:23,1,-26.5135440826416,-49.126407623291,0,"359410826553768","Nao",NA,"VIACAO CANARINHO LTDA","84.438.209/0001-21","Nao","Sim","Nao",2023-02-24,2024-03-26,2012,"Executivo",27,27
3908435,29928822000119,"AWV9035",5596692,2021-09-22 17:43:50,2021-09-23 16:01:24,1,-25.3657321929932,-49.0926284790039,0,"356250101931112","Nao",NA,"RSA TRANSPORTES E TURISMO LTDA","29.928.822/0001-19","Nao","Sim","Nao",2023-07-04,2024-03-27,2013,"Executivo",44,44
3908436,29928822000119,"AWV9035",5599501,2021-09-24 17:52:34,2021-09-25 14:16:44,1,-25.3544673919678,-49.0647811889648,0,"356250101931112","Nao",NA,"RSA TRANSPORTES E TURISMO LTDA","29.928.822/0001-19","Nao","Sim","Nao",2023-07-04,2024-03-27,2013,"Executivo",44,44
3908439,30419024000140,"AZO2279",5599571,2021-09-25 06:30:22,2021-09-25 08:15:42,1,-22.1134866666667,-43.21053,1.3,"f3a6eff0e894391c","Nao",NA,"F C DA MOTTA TRANSPORTES EIRELI","30.419.024/0001-40","Nao","Sim","Nao",2023-12-01,2023-09-09,2015,"Executivo",16,16
3908440,30720587000174,"ASV6E62",5598680,2021-09-24 18:48:36,2021-09-25 06:43:33,1,-25.6765174865723,-48.4643516540527,0,"357570081267297","Nao",NA,"S. PEREIRA DO VALE TRANSPORTES EIRELI","30.720.587/0001-74","Nao","Sim","Nao",2021-12-14,2023-09-05,2010,"Executivo",16,16
3908465,33498551000186,"RJV1J65",5597178,2021-09-25 23:32:06,2021-09-26 21:18:04,0,-21.7850453774534,-46.5722172515407,4,"357114079092084","Nao",NA,"TURISMO TRES AMIGOS LTDA","33.498.551/0001-86","Nao","Sim","Nao",2022-01-12,2023-10-11,2019,"Executivo",47,47
3908466,33498551000186,"RJV1J65",5597178,2021-09-24 23:57:44,2021-09-25 06:01:26,1,-22.6475154140302,-43.2950384793093,3,"357114079092084","Nao",NA,"TURISMO TRES AMIGOS LTDA","33.498.551/0001-86","Nao","Sim","Nao",2022-01-12,2023-10-11,2019,"Executivo",47,47
3908480,36786601000119,"CPI7G62",5595455,2021-09-20 19:47:37,2021-09-21 02:11:51,1,-21.2425479888916,-45.7633514404297,0,"355715110293242","Nao",NA,"TRISTAO & SILVA TURISMO LTDA","36.786.601/0001-19","Nao","Sim","Nao",2021-10-29,2023-10-26,2001,"Executivo",46,46
3908481,36786601000119,"CPI7G62",5600345,2021-09-25 21:25:11,2021-09-26 04:39:31,1,-21.2429885864258,-45.7632751464844,0,"355715110293242","Nao",NA,"TRISTAO & SILVA TURISMO LTDA","36.786.601/0001-19","Nao","Sim","Nao",2021-10-29,2023-10-26,2001,"Executivo",46,46
3908488,39778085000179,"AVR1A83",5593374,2021-09-19 08:22:04,2021-09-19 08:22:04,0,-26.3574834,-48.8591987,1.4,"166408451647490087","Nao",NA,"RLS VIAGENS E TURISMO - EIRELI","39.778.085/0001-79","Nao","Sim","Nao",2022-01-25,2024-01-26,2011,"Executivo",16,16
3908489,39778085000179,"AVR1A83",5593374,2021-09-19 08:21:04,2021-09-19 08:22:04,1,-26.3575334,-48.8589878,0,"166408451647490087","Nao",NA,"RLS VIAGENS E TURISMO - EIRELI","39.778.085/0001-79","Nao","Sim","Nao",2022-01-25,2024-01-26,2011,"Executivo",16,16
3908568,81682296000170,"AUN9538",5592578,2021-09-19 02:46:10,2021-09-20 03:45:55,1,-24.7870267,-50.0170533,0,"355929100541078","Nao",NA,"G P K OPERADORA E TURISMO EIRELI","81.682.296/0001-70","Nao","Sim","Nao",2021-09-30,2024-04-15,2011,"Executivo",34,34
3908569,81682296000170,"BAU0741",5592690,2021-09-19 02:52:47,2021-09-20 01:26:48,1,-24.7868867,-50.0170756,0,"355929100544627","Nao",NA,"G P K OPERADORA E TURISMO EIRELI","81.682.296/0001-70","Nao","Sim","Nao",2021-10-19,2023-10-20,2016,"Executivo",47,47
3908571,84438209000121,"MLR7174",5598183,2021-09-24 18:57:13,2021-09-25 06:26:30,1,-26.4446125030518,-49.0067863464355,0,"359410826553768","Nao",NA,"VIACAO CANARINHO LTDA","84.438.209/0001-21","Nao","Sim","Nao",2023-02-24,2024-03-26,2012,"Executivo",27,27
3929004,664681000192,"IYA3874",5599847,2021-09-26 04:54:43,2021-09-26 23:42:43,1,-29.6464958190918,-50.8008842468262,0,"357091090051176","Nao",NA,"HOFFTUR TRANSPORTES E TURISMO LTDA","00.664.681/0001-92","Nao","Sim","Nao",2023-05-24,2023-08-21,2017,"Executivo",43,43
3929011,2250723000174,"AZQ2G30",5588450,2021-09-15 18:30:19,2021-10-09 19:06:49,1,-26.9354155333713,-49.0674662869424,1.3,"5e9eb3cb3d0b738a","Nao",NA,"ZENTUR FRETAMENTO E LOCACAO DE VEICULOS LTDA","02.250.723/0001-74","Nao","Sim","Nao",2023-02-09,2023-09-04,2014,"Executivo",19,19
3908478,36445041000139,"BBF1C84",5595418,2021-09-20 20:50:49,2021-09-21 19:02:44,1,-25.3649101257324,-49.0883140563965,0,"357870091020094","Nao",NA,"MAXTUR TRANSPORTES LTDA","36.445.041/0001-39","Nao","Sim","Nao",2023-05-13,2023-05-05,2015,"Executivo",63,63
3908479,36445041000139,"BBF1C84",5596849,2021-09-22 20:47:32,2021-09-23 20:33:01,1,-25.3488960266113,-49.0525856018066,0,"357870091020094","Nao",NA,"MAXTUR TRANSPORTES LTDA","36.445.041/0001-39","Nao","Sim","Nao",2023-05-13,2023-05-05,2015,"Executivo",63,63
